true_label,pred_label,anomaly_score
0,0,3.8209946
0,0,4.267509
0,0,3.8492115
0,0,2.6455326
0,0,4.0295973
0,0,4.122961
0,0,3.8448868
0,0,2.411568
0,0,5.3430696
0,0,2.5457377
0,0,3.6082416
0,0,5.323327
0,0,4.3776164
0,0,7.5737295
0,0,4.3448234
0,0,3.067808
0,0,4.58565
0,0,3.0163724
0,0,3.1839368
0,0,5.5537677
0,0,2.7863326
0,0,5.8588424
0,0,3.8973978
0,0,4.1283216
0,0,3.2435803
0,0,5.8026114
0,0,4.8559937
0,0,3.5692897
0,0,3.3912632
0,0,5.8332005
0,0,5.131183
0,0,7.7821817
0,0,3.8198047
0,0,4.737748
0,0,3.3857164
0,0,3.6236105
0,0,3.4835448
0,0,5.075294
0,0,2.7976608
0,0,5.030509
0,0,4.3640766
0,0,3.7550008
0,0,3.1995807
0,0,3.1284034
0,0,3.7690191
0,0,3.426263
0,0,3.4109209
0,0,2.445076
0,0,3.752178
0,0,2.3171551
0,0,2.731445
0,0,3.099809
0,0,2.872015
0,0,7.3426247
0,0,3.0461311
0,0,3.9884481
0,0,3.0431724
0,0,4.7653685
0,0,4.8571997
0,0,9.142756
0,0,5.679559
0,0,3.289265
0,0,4.141007
0,0,5.0273104
0,0,3.6229084
0,0,4.085985
0,0,6.940443
0,0,15.562311
0,0,3.261163
0,0,3.6857977
0,0,2.7372017
0,0,7.57793
0,0,4.107129
0,0,3.422375
0,0,7.1912913
0,0,3.2610962
0,0,3.380659
0,0,5.2572074
0,0,2.7516706
0,0,4.8938947
0,0,2.9282238
0,0,3.2997963
0,0,2.9511485
0,0,3.116744
0,0,3.550556
0,0,3.2451391
0,0,4.220099
0,0,3.435936
0,0,2.4136057
0,0,4.113194
0,0,4.3068786
0,0,3.2607431
0,0,5.2001863
0,0,2.7981374
0,0,2.9941285
0,0,3.2872403
0,0,10.957503
0,0,4.506069
0,0,3.2457833
0,0,2.3780806
0,0,2.9068947
0,0,4.691718
0,0,2.1551974
0,0,5.5706973
0,0,4.3942738
0,0,4.900284
0,0,3.6731956
0,0,4.835479
0,0,4.5313325
0,0,3.6585054
0,0,3.113494
0,0,4.7812567
0,0,3.2827728
0,0,3.7166924
0,0,2.6672738
0,0,7.756526
0,0,3.7631865
0,0,3.7782066
0,0,3.0082974
0,0,2.2895179
0,0,3.9652097
0,0,4.3133354
0,0,3.6307087
0,0,3.5877929
0,0,3.447609
0,0,4.986988
0,0,3.3766305
0,0,5.5541143
0,0,3.1045384
0,0,3.5603213
0,0,3.6282597
0,0,3.5681405
0,0,4.330687
0,0,4.3286247
0,0,2.5029762
0,0,4.0344186
0,0,2.5395503
0,0,3.654343
0,0,5.4587994
0,0,2.9234283
0,0,4.5701756
0,0,3.139472
0,0,4.288678
0,0,4.965249
0,0,3.042686
0,0,3.3934271
0,0,4.6827726
0,0,2.9677107
0,0,2.7542021
0,0,3.8470254
0,0,3.8930871
0,0,4.704828
0,0,2.6535344
0,0,6.1093745
0,0,3.628909
0,0,4.76433
0,0,8.221555
0,0,4.346062
0,0,4.5398507
0,0,2.2001584
0,0,4.048449
0,0,5.353154
0,0,3.2428062
0,0,21.264614
0,0,4.0408125
0,0,2.3348427
0,0,4.4432526
0,0,3.3636534
0,0,2.9746962
0,0,7.1662116
0,0,3.173621
0,0,6.1596074
0,0,3.2790368
0,0,2.9348257
0,0,4.28823
0,0,4.1772175
0,0,4.7090893
0,0,2.6880832
0,0,5.0671997
0,0,7.026353
0,0,2.6541045
0,0,3.861859
0,0,2.5804923
0,0,5.239629
0,0,5.354433
0,0,3.5452993
0,0,2.9718966
0,0,6.799678
0,0,2.5324326
0,0,4.736025
0,0,4.826141
0,0,2.6964965
0,0,3.763101
0,0,2.5748293
0,0,4.037073
0,0,5.4886203
0,0,4.3807516
0,0,2.9589279
0,0,3.6146755
0,0,5.280002
0,0,4.623186
0,0,4.913094
0,0,2.8821692
0,0,2.4728694
0,0,5.156761
0,0,3.070638
0,0,2.8023744
0,0,3.923603
0,0,2.7797813
0,0,2.7681468
0,0,3.3818734
0,0,5.628728
0,0,5.13334
0,0,5.536775
0,0,2.8534446
0,0,4.6668806
0,0,3.6299126
0,0,2.830145
0,0,3.5058637
0,0,2.9347441
0,0,4.014249
0,0,5.0865884
0,0,3.9376423
0,0,4.2035956
0,0,5.1280704
0,0,3.1070306
0,0,3.7489262
0,0,5.0886407
0,0,3.3923337
0,0,3.5708756
0,0,3.6006207
0,0,3.682234
0,0,2.575512
0,0,4.2682805
0,0,2.7726083
0,0,2.9968514
0,0,3.9912527
0,0,3.6969101
0,0,2.4568377
0,0,3.4498284
0,0,2.9432952
0,0,2.7283156
0,0,4.152166
0,0,4.1185927
0,0,4.2504344
0,0,3.3222122
0,0,5.7493324
0,0,3.7737544
0,0,4.221012
0,0,3.4848897
0,0,10.402121
0,0,3.771068
0,0,3.2735991
0,0,3.1901498
0,0,2.4148436
0,0,2.3805418
0,0,2.3796957
0,0,4.695915
0,0,3.4212909
0,0,6.127279
0,0,3.188233
0,0,6.5444093
0,0,2.680355
0,0,5.0761967
0,0,3.8106363
0,0,3.2549937
0,0,4.333303
0,0,2.3370888
0,0,2.733233
0,0,2.745864
0,0,3.487614
0,0,4.7555547
0,0,2.5546699
0,0,4.087581
0,0,5.176667
0,0,5.6116686
0,0,4.177039
0,0,2.506473
0,0,2.8487785
0,0,3.6716409
0,0,5.728131
0,0,4.219291
0,0,5.311743
0,0,4.0124626
0,0,8.573951
0,0,5.072981
0,0,3.681392
0,0,4.136498
0,0,2.6727839
0,0,3.9655645
0,0,3.1797452
0,0,4.0576596
0,0,5.177653
0,0,3.3100448
0,0,3.9633257
0,0,4.088633
0,0,10.518719
0,0,3.005484
0,0,4.0375004
0,0,2.5223873
0,0,2.5963702
0,0,3.5660067
0,0,4.1437907
0,0,4.3495684
0,0,5.0006733
0,0,5.1091866
0,0,4.649748
0,0,4.186646
0,0,3.7982326
0,0,4.5819488
0,0,4.4065456
0,0,3.553235
0,0,6.3731112
0,0,4.2258434
0,0,2.4826536
0,0,4.0083284
0,0,6.7863507
0,0,3.1026902
0,0,3.5087168
0,0,3.1536455
0,0,5.015463
0,0,3.9268935
0,0,3.1409194
0,0,5.242717
0,0,3.364872
0,0,5.3674846
0,0,3.7600358
0,0,3.211677
0,0,5.791872
0,0,4.1586075
0,0,2.5031724
0,0,6.2078543
0,0,3.4982765
0,0,3.6118333
0,0,4.2020693
0,0,3.8644958
0,0,3.0854352
0,0,2.431828
0,0,3.0788553
0,0,2.9212968
0,0,3.784986
0,0,3.0363967
0,0,4.665359
0,0,4.623504
0,0,3.3791857
0,0,3.2435055
0,0,3.3985693
0,0,2.633091
0,0,3.2306314
0,0,3.082308
0,0,3.933515
0,0,5.269504
0,0,2.7426524
0,0,2.627181
0,0,2.7219248
0,0,3.520831
0,0,5.3305607
0,0,7.252122
0,0,3.447858
0,0,3.0006378
0,0,3.42094
0,0,3.0028825
0,0,5.05661
0,0,2.684517
0,0,7.378311
0,0,2.7187462
0,0,6.1332707
0,0,8.5738125
0,0,2.840905
0,0,3.1835809
0,0,4.3931704
0,0,2.7721443
0,0,3.30621
0,0,6.963782
0,0,3.4208093
0,0,3.9381495
0,0,3.3344154
0,0,4.7544703
0,0,3.8495388
0,0,3.4200413
0,0,3.690329
0,0,5.9825535
0,0,5.0463367
0,0,4.1504564
0,0,4.363125
0,0,2.8067262
0,0,5.8649683
0,0,3.7588303
0,0,3.4853034
0,0,4.6293106
0,0,3.4496436
0,0,2.345703
0,0,3.5441332
0,0,5.4657083
0,0,3.5664876
0,0,8.973882
0,0,3.81757
0,0,5.1188107
0,0,3.8812237
0,0,3.1215053
0,0,5.2973337
0,0,2.5989943
0,0,4.612589
0,0,6.7735004
0,0,3.013513
0,0,4.20379
0,0,5.5167704
0,0,4.8859153
0,0,3.3745315
0,0,3.1747293
0,0,4.8975377
0,0,4.850475
0,0,3.1248276
0,0,4.6324034
0,0,5.47197
0,0,3.6171043
0,0,4.820545
0,0,3.8652864
0,0,3.4910583
0,0,3.2446065
0,0,3.5906322
0,0,3.1057227
0,0,4.5351295
0,0,2.3416564
0,0,4.046201
0,0,4.4844055
0,0,4.5571227
0,0,5.0809197
0,0,3.184553
0,0,5.8207273
0,0,4.540533
0,0,4.191681
0,0,7.1076584
0,0,5.489593
0,0,3.4070995
0,0,3.797403
0,0,2.8185189
0,0,6.2467136
0,0,4.534996
0,0,6.9825473
0,0,4.988233
0,0,5.9176936
0,0,4.8166103
0,0,5.1769137
0,0,3.8336537
0,0,2.6768656
0,0,3.3528423
0,0,4.451591
0,0,3.9276283
0,0,3.6526344
0,0,4.373397
0,0,3.0430963
0,0,4.256541
0,0,7.450569
0,0,2.60974
0,0,3.626672
0,0,2.782221
0,0,3.9303164
0,0,4.385034
0,0,4.0995774
0,0,2.8850677
0,0,2.607315
0,0,3.5265586
0,0,5.1469574
0,0,14.82362
0,0,3.3583226
0,0,2.6976285
0,0,2.619385
0,0,2.6024046
0,0,5.503743
0,0,8.02207
0,0,7.4931955
0,0,4.345778
0,0,3.4292321
0,0,4.208383
0,0,5.019319
0,0,3.6445055
0,0,2.175113
0,0,3.200269
0,0,2.9782495
0,0,2.9827092
0,0,3.1383998
0,0,3.0176897
0,0,2.8687584
0,0,4.3362603
0,0,3.568289
0,0,2.662804
0,0,4.36895
0,0,2.7429044
0,0,4.094427
0,0,4.157306
0,0,6.487031
0,0,14.827911
0,1,26.321121
0,0,5.489138
0,0,3.9225945
0,0,4.45131
0,0,2.7780366
0,0,3.0544941
0,0,3.8960881
0,0,4.812456
0,0,3.6884718
0,0,5.89765
0,0,3.7280517
0,0,4.805602
0,0,3.2978635
0,0,7.1084895
0,0,4.584888
0,0,3.2626626
0,0,2.8202012
0,0,6.219061
0,0,3.871855
0,0,5.357887
0,0,2.1114292
0,0,3.132172
0,0,4.7302523
0,0,4.4163003
0,0,5.3343945
0,0,2.7157745
0,0,4.2094474
0,0,5.788863
0,0,3.4678915
0,0,2.2749505
0,0,2.5554378
0,0,7.3979354
0,0,3.3583748
0,0,9.1691885
0,0,5.01644
0,0,2.7688282
0,0,3.9006815
0,0,4.089161
0,0,4.503342
0,0,4.7242217
0,0,2.9352922
0,0,4.0484347
0,0,5.0971413
0,0,5.7984457
0,0,3.6937206
0,0,2.417412
0,0,2.6854627
0,0,3.5288494
0,0,4.097054
0,0,3.950359
0,0,4.901374
0,0,3.2372725
0,0,4.00394
0,0,4.3168883
0,0,3.820895
0,0,6.4919753
0,0,5.005025
0,0,3.7815118
0,0,3.2867408
0,0,3.1781983
0,0,9.006362
0,0,3.740099
0,0,3.9041562
0,0,3.0286756
0,0,2.6594186
0,0,2.4061158
0,0,4.792537
0,0,2.8324137
0,0,4.6096153
0,0,3.4632697
0,0,4.9803176
0,0,2.2686603
0,0,3.5051599
0,0,3.0416753
0,0,3.9217858
0,0,8.712881
0,0,3.6216586
0,0,2.6912217
0,0,4.015272
0,0,2.6289933
0,0,3.503532
0,0,3.7390094
0,0,3.0571558
0,0,2.9422534
0,0,4.8367553
0,0,2.6643293
0,0,2.685622
0,0,4.011687
0,0,7.2136874
0,0,3.358135
0,0,4.643628
0,0,3.6774108
0,0,4.19696
0,0,3.4642496
0,0,2.8753865
0,0,3.165402
0,0,5.072554
0,0,3.3757632
0,0,4.9079237
0,0,2.4434216
0,0,5.0012307
0,0,4.039328
0,0,2.3180802
0,0,3.1762803
0,0,4.713277
0,0,3.9372845
0,0,3.0190575
0,0,3.2303464
0,0,3.611101
0,0,6.1462946
0,0,9.349995
0,0,2.8807945
0,0,4.1694484
0,0,2.2728617
0,0,6.716154
0,0,3.2446384
0,0,4.943144
0,0,3.857769
0,0,4.1159277
0,0,2.9166822
0,0,3.9040267
0,0,2.5547686
0,0,4.5726886
0,0,21.048279
0,0,7.475379
0,0,5.0846853
0,0,2.8145556
0,0,5.1789985
0,0,2.4613242
0,0,2.9498024
0,0,2.5273407
0,0,3.0066888
0,0,4.0434985
0,0,2.9713619
0,0,3.0283804
0,0,5.684086
0,0,2.4941213
0,0,4.497652
0,0,4.3520765
0,0,3.0135784
0,0,3.0576591
0,0,5.047316
0,0,5.0896177
0,0,3.8426826
0,0,4.5535
0,0,3.08255
0,0,2.31458
0,0,2.696873
0,0,3.3592103
0,0,3.1542852
0,0,3.1698055
0,0,2.4316561
0,0,5.082486
0,0,5.809736
0,0,3.997318
0,0,4.3438253
0,0,5.1412253
0,0,4.579733
0,0,4.6437516
0,0,3.8397784
0,0,2.2731783
0,0,3.3886535
0,0,2.8468657
0,0,3.1444943
0,0,3.5665996
0,0,4.8409085
0,0,4.719319
0,0,4.263087
0,0,3.8234706
1,0,16.121088
0,0,3.3869257
0,0,4.744172
0,0,3.9686608
0,0,4.385896
0,0,2.6351092
0,0,3.4020474
0,0,5.7645926
0,0,3.9651515
0,0,7.9316893
0,0,3.2513788
0,0,5.2873163
0,0,2.3102148
0,0,5.8812456
0,0,4.0138574
0,0,2.896069
0,0,3.234981
0,0,7.151818
0,0,5.111586
0,0,2.9676561
0,0,3.3086617
0,0,3.6858099
0,0,3.321681
0,0,3.0951397
0,0,4.7852244
0,0,4.2353864
0,0,3.36783
0,0,5.3388195
0,0,3.848072
0,0,2.8480585
0,0,3.7308571
0,0,3.398823
0,1,40.28699
0,0,3.1332529
0,0,2.530481
0,0,6.2273602
0,0,4.9283757
0,0,3.5929048
0,0,8.597813
0,0,3.9662807
0,0,4.001642
0,0,3.8845382
0,0,3.2016761
0,0,3.5898335
0,0,2.4229717
0,0,3.401461
0,0,3.6198373
0,0,4.1912904
0,0,3.563452
0,0,3.8409302
0,0,3.4927485
0,0,2.7289774
0,0,2.8893538
0,0,2.536836
0,0,3.8935869
0,0,4.307939
0,0,5.6097927
0,0,4.7580013
0,0,5.325571
0,0,2.5995014
0,0,3.6674218
0,0,3.078748
0,0,2.626634
0,0,2.9899151
0,0,4.166053
0,0,2.574522
0,0,3.624927
0,0,3.8578348
0,0,2.3484685
0,0,3.5926945
0,0,4.3210397
0,0,2.8938086
0,0,6.693548
0,0,3.197409
0,0,3.9888303
0,0,2.236399
0,0,4.6328034
0,0,2.4276807
0,0,3.6861963
0,0,4.709683
0,0,4.624391
0,0,4.6331806
0,0,2.8377316
0,0,3.0596309
0,0,4.187958
0,0,3.416957
0,0,5.7240267
0,0,7.5416827
0,0,4.6027427
0,0,3.3061972
0,0,2.912619
0,0,4.273364
0,0,4.4925275
0,0,6.080422
0,0,2.6685421
0,0,4.803712
0,0,3.3213663
0,0,3.6903715
0,0,5.0167003
0,0,4.5691056
0,0,6.0494213
0,0,3.6638696
0,0,3.3290305
0,0,5.504711
0,0,2.058531
0,0,2.1622598
0,0,3.2728264
0,0,4.0092893
0,0,3.5270686
0,0,3.7290115
0,0,8.201302
0,0,5.325453
0,0,4.870129
0,0,4.0103335
0,0,4.27131
0,0,6.6814604
0,0,4.4234605
0,0,7.086605
0,0,4.380887
0,0,5.9877133
0,0,2.6849651
0,0,3.4625447
0,0,5.550724
0,0,4.93143
0,0,3.1957376
0,0,3.9022112
0,0,7.515539
0,0,5.386427
0,0,4.033558
0,0,3.5888767
0,0,4.325758
0,0,3.49019
0,0,2.7339926
0,0,5.4967656
0,0,6.9759083
0,0,2.929396
0,0,12.534801
0,0,2.7624457
0,0,2.9447072
0,0,5.097743
0,0,6.137955
0,0,7.103755
0,0,4.26553
0,0,5.793499
0,0,2.6387353
0,0,3.8191762
0,0,4.3320966
0,0,3.8670938
0,0,2.2514389
0,0,2.5649686
0,0,6.3899074
0,0,3.9029672
0,0,4.3829923
0,0,5.725554
0,0,6.93068
0,0,3.680341
0,0,2.968215
0,0,2.6616266
0,0,4.2248487
0,0,5.2434335
0,0,3.126619
0,0,3.4960382
0,0,3.3635235
0,0,3.571428
0,0,3.5799732
0,0,4.002372
0,0,1.9626504
0,0,3.125288
0,0,3.912937
0,0,3.3907151
0,0,3.8486142
0,0,4.0691533
0,0,4.213427
0,0,2.8822582
0,0,4.400104
0,0,3.3604288
0,0,3.5693998
0,0,5.814019
0,0,4.3202558
0,0,3.8832536
0,0,3.385088
0,0,2.5964417
0,0,3.5356927
0,0,3.954341
0,0,4.311369
0,0,4.795658
0,0,6.245876
0,0,4.798027
0,0,3.7722888
0,0,3.2568004
0,0,3.1989899
0,0,3.7312245
0,0,4.9769425
0,0,3.586399
0,0,2.4700086
0,0,6.753678
0,0,3.7495413
0,0,3.228788
0,0,3.9491262
0,0,6.444737
0,0,4.5790358
0,0,3.481264
0,0,3.259088
0,0,4.0556316
0,0,3.4866295
0,0,3.281402
0,0,3.1544223
0,0,4.3550787
0,0,5.4015703
0,0,3.0034766
0,0,3.1707022
0,0,2.4826252
0,0,4.5063486
0,0,5.2771177
0,0,2.2629905
0,0,2.4330184
0,0,3.2995834
0,0,3.2518191
0,0,5.180051
0,0,3.716256
0,0,2.5231512
0,0,5.0891805
0,0,5.2840147
0,0,4.5282288
0,0,4.719047
0,0,3.2316236
0,0,2.2948203
0,0,5.728155
0,0,6.1836567
0,0,3.7479932
0,0,4.8745213
0,0,3.3472297
0,0,5.6674857
0,0,4.644509
0,0,4.113076
0,0,4.290668
0,0,5.4614825
0,0,3.039011
0,0,3.2115936
0,0,4.594349
0,0,4.1729474
0,0,3.6087124
0,0,2.4882355
0,0,4.2469373
0,0,5.687255
0,0,4.3381553
0,0,4.5889764
0,0,3.4444008
0,0,5.3052683
0,0,8.607279
0,0,5.539019
0,0,5.552585
0,0,2.6893911
0,0,6.724091
0,0,4.1410403
0,0,3.039157
0,0,5.6490116
0,0,2.5692127
0,0,3.2326303
0,0,2.9608006
0,0,2.579699
0,0,6.1553082
0,0,3.7640774
0,0,2.6995456
0,0,2.7987502
0,0,2.5596244
0,0,4.5876284
0,0,4.441823
0,0,3.1091535
0,0,3.3310118
0,0,5.290551
0,0,4.750955
0,0,5.178967
0,0,4.2567654
0,0,5.7230897
0,0,3.6965053
0,0,3.987629
0,0,3.9113867
0,0,4.0808964
0,0,7.51231
0,0,6.8149896
0,0,5.3327165
0,0,3.465761
0,0,2.667352
0,0,4.984803
0,0,4.2231264
0,0,2.7392213
0,0,5.0057316
0,0,2.8515987
0,0,6.402255
0,0,5.5209966
0,0,2.7922604
0,0,4.3203654
0,0,3.368987
0,0,4.961846
0,0,5.5853653
0,0,3.167032
0,0,2.8823924
0,0,2.8663669
0,0,2.1874623
0,0,11.746828
0,0,4.1094594
0,0,2.9597251
0,0,2.9791753
0,0,4.3779364
0,0,2.408426
1,1,59.095036
0,0,4.3439136
0,0,3.2545872
0,0,5.429221
0,0,6.828515
0,0,5.0770173
0,0,3.942928
0,0,4.240436
0,0,8.107316
0,0,3.5329242
0,0,3.8883843
0,0,4.63993
0,0,3.9457567
0,0,3.7438145
0,0,6.5695295
0,0,3.7628994
0,0,3.0182467
0,0,6.1144176
0,0,5.185525
0,0,4.2911396
0,0,4.6087966
0,0,6.3793607
0,0,2.9909081
0,0,4.474624
0,0,3.129699
0,0,3.7849422
0,0,11.800443
0,0,3.7299275
0,0,6.0589156
0,0,3.7992373
0,0,5.1249413
0,0,4.82643
0,0,4.5611315
0,0,4.117858
0,0,3.628236
0,0,4.750151
0,0,3.7871428
0,0,2.9663806
0,0,4.025815
0,0,4.507233
0,0,3.1125257
0,0,4.455681
0,0,3.7020707
0,0,3.2446716
0,0,2.7487168
0,0,3.753206
0,0,3.841432
0,0,9.496675
0,0,5.010734
0,0,5.155977
0,0,4.5162883
0,0,4.787753
0,0,4.3024287
0,0,4.6485786
0,0,4.4360533
0,0,4.30199
0,0,5.073595
0,0,5.7818522
0,0,2.8580034
0,0,3.7067757
0,0,4.014909
0,0,4.453485
0,0,2.4427905
0,0,2.432078
0,0,3.580146
0,0,3.1298358
0,0,2.110269
0,0,3.2370868
0,0,4.3778157
0,0,3.9617703
0,0,2.6337712
0,0,3.8226147
0,0,7.4416018
0,0,5.117786
0,0,3.3931196
0,0,3.37985
0,0,3.5123925
0,0,4.943793
0,0,3.0192912
0,0,6.2142386
0,0,3.4823465
0,0,4.396319
0,0,3.619901
0,0,3.1841743
0,0,3.986677
0,0,3.1087663
0,0,3.6619675
0,0,4.3780065
0,0,3.846966
0,0,4.068941
0,0,2.5287886
0,0,2.633303
0,0,4.5789413
0,0,2.502441
0,0,3.1474714
0,0,2.6147583
0,0,2.4011936
0,0,4.369834
0,0,6.9702682
0,0,3.321055
0,0,4.284229
0,0,3.434926
0,0,4.6722474
0,0,6.245665
0,0,4.3534775
0,0,5.327355
0,0,5.0465403
0,0,3.902409
0,0,4.6019683
0,0,4.0866694
0,0,5.054378
0,0,3.8152714
0,0,3.65098
0,0,3.6607711
0,0,2.6632512
0,0,5.680432
0,0,2.8391662
0,0,2.607304
0,0,3.080156
0,0,4.806102
0,0,2.6185832
0,0,4.571493
0,0,4.769542
0,0,3.6651378
0,0,5.1691523
0,0,5.5331993
0,0,2.807705
0,0,4.809265
0,0,2.87174
0,0,3.5905237
0,0,5.8236322
0,0,5.601228
0,0,3.2903006
0,0,3.7407367
0,0,3.9708517
0,0,2.76471
0,0,4.5675416
0,0,4.302569
0,0,3.3691385
0,0,4.5290294
0,0,4.7127023
0,0,3.102225
0,0,5.289351
0,0,4.449139
0,0,5.2993803
0,0,3.3343885
0,0,5.309879
0,0,5.376623
0,0,3.1292865
0,0,3.9528813
0,0,5.0327506
0,0,3.1608458
0,0,3.6073537
0,0,2.3484666
0,0,4.7695932
0,0,3.9903345
0,0,4.283267
0,0,3.0153525
0,0,3.1733043
0,0,2.5911002
0,0,5.429733
0,0,3.5465615
0,0,2.6379762
0,0,4.5718274
0,0,4.837064
0,0,4.757035
0,0,4.5394773
0,0,2.9664927
0,0,3.028186
0,0,2.8829393
0,0,3.8551872
0,0,4.731565
0,0,5.0978527
0,0,4.5430965
0,0,3.5573401
0,0,4.5962977
0,0,3.2081802
0,0,2.6548898
0,0,3.7742693
0,0,5.001406
0,0,9.711778
0,0,3.6410031
0,0,2.780896
0,0,3.6433506
0,0,3.8745058
0,0,4.272299
0,0,4.266415
0,0,4.143267
0,0,3.7118392
0,0,4.947043
0,0,3.8822985
0,0,3.9521341
0,0,4.2094693
0,0,3.468657
0,0,5.2003813
0,0,2.880956
0,0,4.0856233
0,0,10.969197
0,0,5.6942105
0,0,3.6685581
0,0,3.151525
0,0,2.9326117
0,0,2.6593971
0,0,5.781987
0,0,2.077522
0,0,4.472144
0,0,4.5507264
0,0,2.3920846
0,0,6.1286755
0,0,2.5781097
0,0,7.233132
0,0,3.4655325
0,0,2.7427723
0,0,4.682417
0,0,4.9014072
0,0,3.2321274
0,0,2.8573327
0,0,4.2867494
0,0,4.494906
0,0,2.3189335
0,0,5.444354
0,0,2.0411556
0,0,4.5253963
0,0,2.4951816
0,0,4.0058503
0,0,4.1783323
0,0,3.758854
0,0,3.6948378
0,0,2.7823055
0,0,3.3369546
0,0,4.7602386
0,0,4.4833217
0,0,2.746324
0,0,4.062117
0,0,3.2380373
0,0,3.61336
0,0,2.831294
0,0,4.1224647
0,0,2.9833171
0,0,4.7354355
0,0,4.005048
0,0,12.849322
0,0,3.7720127
0,0,4.2941356
0,0,6.0100293
0,0,3.391996
0,0,4.139882
0,0,5.0903807
0,0,5.254661
0,0,3.4874415
0,0,4.2251925
0,0,4.474023
0,0,2.6583
0,0,4.0834713
0,0,3.3612776
0,0,4.8789434
0,0,2.738906
0,0,3.4453683
0,0,4.268836
0,0,4.40777
0,0,2.7988603
0,0,2.984508
0,0,9.518688
0,0,3.0806365
0,0,2.7973034
0,0,4.489851
0,0,4.902003
0,0,3.5331824
0,0,3.7584965
0,0,4.4988866
0,0,2.691099
0,0,5.549715
0,0,5.036227
0,0,3.4871
0,0,4.381693
0,0,6.497728
0,0,5.4583673
0,0,2.776529
0,0,4.416159
0,0,4.170128
0,0,7.547406
0,0,3.7719328
0,0,2.4228613
0,0,4.0346637
0,0,3.4090173
0,0,6.4282446
0,0,4.368509
0,0,7.665415
0,0,3.96446
0,0,5.5300198
0,0,4.4293313
0,0,3.3831005
0,0,3.72945
0,0,4.5145435
0,0,3.9166753
0,0,4.0714025
0,0,6.10859
0,0,2.7521586
0,0,4.649693
0,0,5.755888
0,0,4.9206567
0,0,6.0203376
0,0,5.0154448
0,0,3.4815269
